"Make"	"Model"	"Description"	"AorM"	"Transmission"	"Engine Capacity"	"Fuel Type"	" Imperial Urban (Cold) "	" Imperial Extra-Urban "	" Imperial Combined "	" CO2 g/km "	" Fuel Cost 12000 Miles "	" Tax band "	" Standard 12 months "	" Standard 6 Months "
"AUDI"	"A4 Avant"	"3.0 V6 TDI quattro 245PS Stop-Start"	"Manual"	"QM6"	2967	"Diesel"	" 38.70 "	" 55.40 "	" 47.90 "	" 154.00 "	" £1,674.14 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A4 Avant"	"S4 3.0 TFSI quattro 333PS 7speed S-Tronic"	"Automatic"	"QD7"	2995	"Petrol"	" 25.20 "	" 41.50 "	" 33.60 "	" 197.00 "	" £2,256.76 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A4 Saloon"	"1.8 TFSI 120PS"	"Manual"	"M6"	1798	"Petrol"	" 32.80 "	" 53.30 "	" 43.50 "	" 151.00 "	" £1,743.16 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A4 Saloon"	"1.8 TFSI 170PS Multitronic Stop-Start"	"Automatic"	"AV"	1798	"Petrol"	" 40.90 "	" 55.40 "	" 48.70 "	" 134.00 "	" £1,557.03 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A4 Saloon"	"1.8 TFSI 170PS Stop-Start"	"Manual"	"M6"	1798	"Petrol"	" 38.20 "	" 58.90 "	" 49.60 "	" 134.00 "	" £1,528.78 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A4 Saloon"	"2.0 TDI 143PS Multitronic Stop-Start"	"Automatic"	"AV"	1968	"Diesel"	" 49.60 "	" 64.20 "	" 58.90 "	" 127.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A4 Saloon"	"2.0 TDI 143PS Stop-Start"	"Manual"	"M6"	1968	"Diesel"	" 52.30 "	" 70.60 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"AUDI"	"A4 Saloon"	"2.0 TDI 177PS Multitronic Stop-Start"	"Automatic"	"AV"	1968	"Diesel"	" 49.60 "	" 64.20 "	" 58.90 "	" 127.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A4 Saloon"	"2.0 TDI 177PS Stop-Start"	"Manual"	"M6"	1968	"Diesel"	" 51.40 "	" 68.90 "	" 61.40 "	" 120.00 "	" £1,306.05 "	" C "	" £30.00 "	" NA "
"AUDI"	"A4 Saloon"	"2.0 TDI e 136PS Stop-Start"	"Manual"	"M6"	1968	"Diesel"	" 54.30 "	" 76.30 "	" 65.70 "	" 112.00 "	" £1,220.57 "	" C "	" £30.00 "	" NA "
"AUDI"	"A4 Saloon"	"2.0 TDI e 163PS Stop-Start"	"Manual"	"M6"	1968	"Diesel"	" 52.30 "	" 74.30 "	" 64.20 "	" 115.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"AUDI"	"A4 Saloon"	"2.0 TDI quattro 177PS Stop-Start"	"Manual"	"QM6"	1968	"Diesel"	" 46.30 "	" 62.80 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A4 Saloon"	"2.0 TFSI 211PS Multitronic Stop-Start"	"Automatic"	"AV"	1984	"Petrol"	" 36.70 "	" 56.50 "	" 47.10 "	" 140.00 "	" £1,609.92 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A4 Saloon"	"2.0 TFSI quattro 211PS 7speed S-Tronic"	"Automatic"	"QD7"	1984	"Petrol"	" 32.10 "	" 48.70 "	" 40.40 "	" 159.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A4 Saloon"	"2.0 TFSI quattro 211PS Stop-Start"	"Manual"	"QM6"	1984	"Petrol"	" 31.70 "	" 50.40 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A4 Saloon"	"3.0 V6 TDI 204PS Multitronic Stop-Start"	"Automatic"	"AV"	2967	"Diesel"	" 51.40 "	" 61.40 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A4 Saloon"	"3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start"	"Automatic"	"QD7"	2967	"Diesel"	" 41.50 "	" 55.40 "	" 49.60 "	" 149.00 "	" £1,616.76 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"A4 Saloon"	"3.0 V6 TDI quattro 245PS Stop-Start"	"Manual"	"QM6"	2967	"Diesel"	" 39.20 "	" 57.60 "	" 48.70 "	" 152.00 "	" £1,646.64 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A4 Saloon"	"S4 3.0 TFSI V6 quattro 333PS 7speed S-Tronic"	"Automatic"	"QD7"	2995	"Petrol"	" 26.40 "	" 42.80 "	" 34.90 "	" 190.00 "	" £2,172.70 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A5 Cabriolet"	"1.8 TFSI 170PS Multitronic"	"Automatic"	"AV"	1789	"Petrol"	" 39.20 "	" 50.40 "	" 45.60 "	" 143.00 "	" £1,662.88 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"A5 Cabriolet"	"1.8 TFSI 170PS Stop-Start"	"Manual"	"M6"	1798	"Petrol"	" 35.80 "	" 55.40 "	" 45.60 "	" 143.00 "	" £1,662.88 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"A5 Cabriolet"	"2.0 TDI 143PS Stop-Start"	"Manual"	"M6"	1968	"Diesel"	" 49.60 "	" 65.70 "	" 58.90 "	" 126.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A5 Cabriolet"	"2.0 TDI 177PS"	"Manual"	"M6"	1968	"Diesel"	" 48.70 "	" 64.20 "	" 57.60 "	" 127.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A5 Cabriolet"	"2.0 TDI 177PS Multitronic"	"Automatic"	"AV"	1968	"Diesel"	" 48.70 "	" 61.40 "	" 56.50 "	" 132.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Cabriolet"	"2.0 TDI quattro 177PS"	"Manual"	"QM6"	1968	"Diesel"	" 43.50 "	" 57.90 "	" 52.30 "	" 142.00 "	" £1,533.30 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"A5 Cabriolet"	"2.0 TFSI 211PS"	"Manual"	"M6"	1984	"Petrol"	" 32.80 "	" 52.30 "	" 42.80 "	" 154.00 "	" £1,771.67 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A5 Cabriolet"	"2.0 TFSI 211PS Multitronic Stop-Start"	"Automatic"	"AV"	1984	"Petrol"	" 36.20 "	" 50.40 "	" 44.10 "	" 149.00 "	" £1,719.44 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"A5 Cabriolet"	"2.0 TFSI quattro 211PS 7speed S-Tronic Stop-Start"	"Automatic"	"QD7"	1984	"Petrol"	" 32.10 "	" 46.30 "	" 39.20 "	" 164.00 "	" £1,934.37 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A5 Cabriolet"	"3.0 TFSI quattro 272PS 7speed S-Tronic"	"Automatic"	"QD7"	2995	"Petrol"	" 25.20 "	" 40.90 "	" 33.20 "	" 199.00 "	" £2,283.95 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A5 Cabriolet"	"3.0 V6 TDI 204PS Multitronic Stop-Start"	"Automatic"	"AV"	2967	"Diesel"	" 48.70 "	" 57.60 "	" 54.30 "	" 138.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Cabriolet"	"3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start"	"Automatic"	"QD7"	2967	"Diesel"	" 40.40 "	" 54.30 "	" 47.90 "	" 154.00 "	" £1,674.14 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A5 Cabriolet"	"S5 V6 quattro 333PS 7speed S-Tronic Stop-Start"	"Automatic"	"QD7"	2995	"Petrol"	" 25.20 "	" 40.90 "	" 33.20 "	" 199.00 "	" £2,283.95 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A5 Coupé"	"1.8 TFSI 170PS "	"Manual"	"M6"	1798	"Petrol"	" 38.20 "	" 58.90 "	" 49.60 "	" 134.00 "	" £1,528.78 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Coupé"	"1.8 TFSI 170PS 8speed Multitronic"	"Automatic"	"AV"	1798	"Petrol"	" 40.90 "	" 55.40 "	" 48.70 "	" 134.00 "	" £1,557.03 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Coupé"	"2.0 TDI 177PS Multitronic Stop-Start"	"Automatic"	"AV"	1968	"Diesel"	" 51.40 "	" 65.70 "	" 60.10 "	" 123.00 "	" £1,334.30 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A5 Coupé"	"2.0 TDI 177PS Stop-Start"	"Manual"	"M6"	1968	"Diesel"	" 51.40 "	" 68.90 "	" 61.40 "	" 120.00 "	" £1,306.05 "	" C "	" £30.00 "	" NA "
"AUDI"	"A5 Coupé"	"2.0 TDI quattro 177PS Stop-Start "	"Manual"	"QM6"	1968	"Diesel"	" 46.30 "	" 62.80 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Coupé"	"2.0 TDIe 163PS "	"Manual"	"M6"	1968	"Diesel"	" 52.30 "	" 74.30 "	" 64.20 "	" 115.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"AUDI"	"A5 Coupé"	"2.0 TFSI 211PS"	"Manual"	"M6"	1984	"Petrol"	" 34.00 "	" 55.40 "	" 44.80 "	" 144.00 "	" £1,692.57 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"A5 Coupé"	"2.0 TFSI 211PS 8speed Multitronic"	"Automatic"	"AV"	1984	"Petrol"	" 36.70 "	" 56.50 "	" 47.10 "	" 140.00 "	" £1,609.92 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Coupé"	"2.0 TFSI quattro 211PS 7speed S-Tronic"	"Automatic"	"QD7"	1984	"Petrol"	" 32.10 "	" 48.70 "	" 40.40 "	" 159.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A5 Coupé"	"2.0 TFSI quattro 211PS Stop-Start"	"Manual"	"QM6"	1984	"Petrol"	" 31.70 "	" 50.40 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A5 Coupé"	"3.0 V6 TDI 204PS Multitronic Stop-Start"	"Automatic"	"AV"	2967	"Diesel"	" 51.40 "	" 61.40 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A5 Coupé"	"3.0 V6 TDI 245PS quattro 7speed S-Tronic"	"Automatic"	"QD7"	2967	"Diesel"	" 41.50 "	" 55.40 "	" 49.60 "	" 149.00 "	" £1,616.76 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"A5 Coupé"	"3.0 V6 TFSI quattro 272PS 7speed S-Tronic"	"Automatic"	"QD7"	2995	"Petrol"	" 26.40 "	" 42.80 "	" 34.90 "	" 190.00 "	" £2,172.70 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A5 Coupé"	"RS5 4.2 V8 quattro 450PS 7speed S-Tronic"	"Automatic"	"QD7"	4163	"Petrol"	" 19.60 "	" 34.00 "	" 26.90 "	" 246.00 "	" £2,818.86 "	" L "	" £460.00 "	" £253.00 "
"AUDI"	"A5 Coupé"	"S5 3.0 V6 TFSI quattro 333PS 7speed S-Tronic"	"Automatic"	"QD7"	2995	"Petrol"	" 26.40 "	" 42.80 "	" 34.90 "	" 190.00 "	" £2,172.70 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A5 Sportback"	"1.8 TFSI 170PS Multitronic Stop-Start"	"Automatic"	"AV"	1798	"Petrol"	" 40.40 "	" 54.30 "	" 47.90 "	" 136.00 "	" £1,583.03 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Sportback"	"1.8 TFSI 170PS Stop-Start"	"Manual"	"M6"	1798	"Petrol"	" 37.70 "	" 57.60 "	" 48.70 "	" 136.00 "	" £1,557.03 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Sportback"	"2.0 TDI 143PS Multitronic Stop-Start"	"Automatic"	"AV"	1968	"Diesel"	" 49.60 "	" 64.20 "	" 58.90 "	" 127.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A5 Sportback"	"2.0 TDI 143PS Stop-Start"	"Manual"	"M6"	1968	"Diesel"	" 44.10 "	" 62.80 "	" 54.30 "	" 135.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Sportback"	"2.0 TDI 170PS Stop-Start"	"Manual"	"M6"	1968	"Diesel"	" 45.60 "	" 64.20 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Sportback"	"2.0 TDI 177PS Multitronic"	"Automatic"	"AV"	1968	"Diesel"	" 49.60 "	" 64.20 "	" 58.90 "	" 127.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A5 Sportback"	"2.0 TDI 177PS Stop-Start"	"Manual"	"M6"	1968	"Diesel"	" 51.40 "	" 68.90 "	" 61.40 "	" 120.00 "	" £1,306.05 "	" C "	" £30.00 "	" NA "
"AUDI"	"A5 Sportback"	"2.0 TDI quattro 177PS Stop-Start"	"Manual"	"QM6"	1968	"Diesel"	" 46.30 "	" 62.80 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A5 Sportback"	"2.0 TDIe 136PS"	"Manual"	"M6"	1968	"Diesel"	" 52.30 "	" 72.40 "	" 64.20 "	" 117.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"AUDI"	"A5 Sportback"	"2.0 TDIe 163PS"	"Manual"	"M6"	1968	"Diesel"	" 51.40 "	" 72.40 "	" 62.80 "	" 118.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"AUDI"	"A5 Sportback"	"2.0 TFSI 211PS"	"Manual"	"M6"	1984	"Petrol"	" 34.00 "	" 55.40 "	" 44.80 "	" 144.00 "	" £1,692.57 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"A5 Sportback"	"2.0 TFSI 211PS 8speed Multitronic Stop-Start"	"Automatic"	"AV"	1984	"Petrol"	" 36.70 "	" 53.30 "	" 45.60 "	" 144.00 "	" £1,662.88 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"A5 Sportback"	"2.0 TFSI quattro 211PS 7speed S-Tronic "	"Automatic"	"QD7"	1984	"Petrol"	" 32.10 "	" 48.70 "	" 40.40 "	" 159.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A5 Sportback"	"2.0 TFSI quattro 211PS Stop-Start"	"Manual"	"QM6"	1984	"Petrol"	" 31.70 "	" 50.40 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A5 Sportback"	"3.0 TDI quattro 245PS"	"Manual"	"QM6"	2967	"Diesel"	" 39.20 "	" 57.60 "	" 48.70 "	" 152.00 "	" £1,646.64 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A5 Sportback"	"3.0 V6 TDI 204PS Multitronic Stop-Start"	"Automatic"	"AV"	2967	"Diesel"	" 51.40 "	" 61.40 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A5 Sportback"	"3.0 V6 TDI quattro 245PS 7speed S-Tronic Stop-Start"	"Automatic"	"QD7"	2967	"Diesel"	" 41.50 "	" 55.40 "	" 49.60 "	" 149.00 "	" £1,616.76 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"A5 Sportback"	"S5 3.0 V6 FSI quattro 333PS 7speed S-Tronic"	"Automatic"	"QD7"	2995	"Petrol"	" 26.40 "	" 42.80 "	" 34.90 "	" 190.00 "	" £2,172.70 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A6 Allroad"	"3.0 TDI quattro V6 204PS 7speed S-Tronic"	"Automatic"	"QD7"	2967	"Diesel"	" 40.40 "	" 51.40 "	" 46.30 "	" 159.00 "	" £1,732.00 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A6 Allroad"	"3.0 TDI quattro V6 245PS 7speed S-Tronic"	"Automatic"	"QD7"	2967	"Diesel"	" 38.20 "	" 50.40 "	" 44.80 "	" 165.00 "	" £1,789.99 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A6 Allroad"	"3.0 TFSI quattro V6 310PS 7speed S-Tronic"	"Automatic"	"QD7"	2995	"Petrol"	" 23.90 "	" 39.80 "	" 31.70 "	" 206.00 "	" £2,392.03 "	" K "	" £270.00 "	" £148.50 "
"AUDI"	"A6 Allroad"	"3.0 V6 BiTDI 313PS quattro 8speed Tiptronic"	"Automatic"	"QA8"	2967	"Diesel"	" 35.80 "	" 47.10 "	" 42.20 "	" 176.00 "	" £1,900.27 "	" I "	" £215.00 "	" £118.25 "
"AUDI"	"A6 Avant"	"2.0 TDI 177PS"	"Manual"	"M6"	1968	"Diesel"	" 46.30 "	" 62.80 "	" 56.50 "	" 132.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A6 Avant"	"2.0 TDI 177PS 8speed Multitronic"	"Automatic"	"AV"	1968	"Diesel"	" 46.30 "	" 62.80 "	" 55.40 "	" 135.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A6 Avant"	"3.0 TFSI quattro 310PS 7speed S-Tronic"	"Automatic"	"QD7"	2995	"Petrol"	" 26.20 "	" 42.80 "	" 34.40 "	" 190.00 "	" £2,204.28 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A6 Avant"	"3.0 V6 BiTDI 313PS quattro 8speed Tiptronic"	"Automatic"	"QA8"	2967	"Diesel"	" 35.30 "	" 50.40 "	" 44.10 "	" 169.00 "	" £1,818.40 "	" H "	" £195.00 "	" £107.25 "
"AUDI"	"A6 Avant"	"3.0 V6 TDI 204PS"	"Manual"	"M6"	2967	"Diesel"	" 43.50 "	" 64.20 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A6 Avant"	"3.0 V6 TDI 204PS 8speed Multitronic"	"Automatic"	"AV"	2967	"Diesel"	" 47.90 "	" 60.10 "	" 54.30 "	" 136.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A6 Avant"	"3.0 V6 TDI quattro 245PS 7speed S-Tronic"	"Automatic"	"QD7"	2967	"Diesel"	" 39.20 "	" 54.30 "	" 47.90 "	" 156.00 "	" £1,674.14 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A6 Avant"	"S6 4.0 TFSI V8 quattro 420PS 7speed S-Tronic"	"Automatic"	"QD7"	3993	"Petrol"	" 21.10 "	" 37.70 "	" 29.10 "	" 226.00 "	" £2,605.75 "	" L "	" £460.00 "	" £253.00 "
"AUDI"	"A6 Saloon"	"2.0 TDI 177PS"	"Manual"	"M6"	1968	"Diesel"	" 47.10 "	" 64.20 "	" 57.60 "	" 129.00 "	" £1,392.21 "	" D "	" £100.00 "	" £55.00 "
"AUDI"	"A6 Saloon"	"2.0 TDI 177PS 8speed Multitronic"	"Automatic"	"AV"	1968	"Diesel"	" 47.10 "	" 64.20 "	" 56.50 "	" 132.00 "	" £1,419.32 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A6 Saloon"	"3.0 TFSI 310PS quattro 7speed S-Tronic"	"Automatic"	"QD7"	2995	"Petrol"	" 26.20 "	" 42.80 "	" 34.40 "	" 190.00 "	" £2,204.28 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A6 Saloon"	"3.0 V6 BiTDI 313PS quattro 8speed Tiptronic"	"Automatic"	"QA8"	2967	"Diesel"	" 35.30 "	" 50.40 "	" 44.10 "	" 169.00 "	" £1,818.40 "	" H "	" £195.00 "	" £107.25 "
"AUDI"	"A6 Saloon"	"3.0 V6 TDI 204PS"	"Manual"	"M6"	2967	"Diesel"	" 43.50 "	" 64.20 "	" 53.30 "	" 139.00 "	" £1,504.53 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A6 Saloon"	"3.0 V6 TDI 204PS 8speed Multitronic"	"Automatic"	"AV"	2967	"Diesel"	" 48.70 "	" 61.40 "	" 55.50 "	" 133.00 "	" £1,444.89 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A6 Saloon"	"3.0 V6 TDI 245PS quattro 7speed S-Tronic"	"Automatic"	"QD7"	2967	"Diesel"	" 39.20 "	" 54.30 "	" 47.90 "	" 156.00 "	" £1,674.14 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A6 Saloon"	"S6 4.0 TFSI V8 quattro 420PS 7speed S-Tronic"	"Automatic"	"QD7"	3993	"Petrol"	" 21.10 "	" 37.70 "	" 29.40 "	" 225.00 "	" £2,579.16 "	" K "	" £270.00 "	" £148.50 "
"AUDI"	"A7 Sportback"	"2.8 V6 FSI quattro 204PS 7speed S-Tronic"	"Automatic"	"QD7"	2773	"Petrol"	" 26.40 "	" 43.50 "	" 35.30 "	" 187.00 "	" £2,148.08 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A7 Sportback"	"3.0 V6 BiTDI quattro 313PS 8speed Tiptronic"	"Automatic"	"QA8"	2967	"Diesel"	" 35.30 "	" 50.40 "	" 44.10 "	" 169.00 "	" £1,818.40 "	" H "	" £195.00 "	" £107.25 "
"AUDI"	"A7 Sportback"	"3.0 V6 TDI 204PS 8speed Multitronic"	"Automatic"	"AV"	2967	"Diesel"	" 47.90 "	" 60.10 "	" 55.40 "	" 135.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"A7 Sportback"	"3.0 V6 TDI quattro 204PS 7speed S-Tronic"	"Automatic"	"QD7"	2967	"Diesel"	" 41.50 "	" 55.40 "	" 48.70 "	" 152.00 "	" £1,646.64 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A7 Sportback"	"3.0 V6 TDI quattro 245PS 8speed Tiptronic"	"Automatic"	"QA8"	2967	"Diesel"	" 39.20 "	" 54.30 "	" 47.90 "	" 156.00 "	" £1,674.14 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"A7 Sportback"	"3.0 V6 TFSI quattro 310PS 7speed S-Tronic "	"Automatic"	"QD7"	2995	"Petrol"	" 26.20 "	" 42.80 "	" 34.40 "	" 190.00 "	" £2,204.28 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"A7 Sportback"	"S7 4.0 TFSI V8 quattro 420PS 7speed S-Tronic"	"Automatic"	"QD7"	3993	"Petrol"	" 21.10 "	" 37.70 "	" 29.40 "	" 225.00 "	" £2,579.16 "	" K "	" £270.00 "	" £148.50 "
"AUDI"	"Q3"	"2.0 TDI 140PS"	"Manual"	"M6"	1968	"Diesel"	" 45.60 "	" 60.10 "	" 54.30 "	" 137.00 "	" £1,476.82 "	" E "	" £120.00 "	" £66.00 "
"AUDI"	"Q3"	"2.0 TDI 140PS quattro"	"Manual"	"QM6"	1968	"Diesel"	" 40.90 "	" 56.50 "	" 49.60 "	" 149.00 "	" £1,616.76 "	" F "	" £135.00 "	" £74.25 "
"AUDI"	"Q3"	"2.0 TDI quattro 177PS 7speed S-Tronic"	"Automatic"	"QD7"	1968	"Diesel"	" 40.40 "	" 53.30 "	" 47.90 "	" 156.00 "	" £1,674.14 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"Q3"	"2.0 TFSI quattro 170PS"	"Manual"	"QM6"	1984	"Petrol"	" 29.70 "	" 46.30 "	" 38.70 "	" 174.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"AUDI"	"Q3"	"2.0 TFSI quattro 211PS 7speed S-Tronic"	"Automatic"	"QD7"	1984	"Petrol"	" 27.70 "	" 44.10 "	" 36.70 "	" 179.00 "	" £2,066.14 "	" I "	" £215.00 "	" £118.25 "
"AUDI"	"Q5"	"2.0 TDI quattro 143PS"	"Manual"	"QM6"	1968	"Diesel"	" 39.20 "	" 50.40 "	" 45.60 "	" 162.00 "	" £1,758.58 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"Q5"	"2.0 TDI quattro 170PS 7speed S-Tronic "	"Automatic"	"QD7"	1968	"Diesel"	" 32.10 "	" 47.90 "	" 40.40 "	" 184.00 "	" £1,984.94 "	" I "	" £215.00 "	" £118.25 "
"AUDI"	"Q5"	"2.0 TDI quattro 170PS Stop-Start "	"Manual"	"QM6"	1968	"Diesel"	" 38.70 "	" 50.40 "	" 45.60 "	" 163.00 "	" £1,758.58 "	" G "	" £170.00 "	" £93.50 "
"AUDI"	"Q5"	"2.0 TFSI quattro 180PS Stop-Start "	"Manual"	"QM6"	1984	"Petrol"	" 27.40 "	" 41.50 "	" 34.90 "	" 188.00 "	" £2,172.70 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"Q5"	"2.0 TFSI quattro 211PS 8speed Tiptronic"	"Automatic"	"QA8"	1984	"Petrol"	" 25.70 "	" 39.80 "	" 32.80 "	" 199.00 "	" £2,311.81 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"Q5"	"2.0 TFSI quattro 211PS Stop-Start "	"Manual"	"QM6"	1984	"Petrol"	" 27.40 "	" 41.50 "	" 34.90 "	" 188.00 "	" £2,172.70 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"Q5"	"3.0 V6 TDI quattro 240PS 7speed S-Tronic"	"Automatic"	"QD7"	2967	"Diesel"	" 30.70 "	" 42.80 "	" 37.60 "	" 199.00 "	" £2,132.75 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"Q5"	"3.2 FSI quattro 270PS 7speed S-Tronic"	"Automatic"	"QD7"	3197	"Petrol"	" 23.00 "	" 37.20 "	" 30.40 "	" 218.00 "	" £2,494.32 "	" K "	" £270.00 "	" £148.50 "
"AUDI"	"Q7"	"3.0 TDI quattro 204PS 8speed Tiptronic"	"Automatic"	"QA8"	2967	"Diesel"	" 34.40 "	" 43.50 "	" 39.20 "	" 189.00 "	" £2,045.70 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"Q7"	"3.0 V6 TDI quattro 245PS 8speed Tiptronic"	"Automatic"	"QA8"	2967	"Diesel"	" 32.80 "	" 42.20 "	" 38.20 "	" 195.00 "	" £2,099.25 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"Q7"	"3.0 V6 TDI quattro 245PS 8speed Tiptronic Clean Diesel "	"Automatic"	"QA8"	2967	"Diesel"	" 32.10 "	" 42.80 "	" 38.20 "	" 195.00 "	" £2,099.25 "	" J "	" £250.00 "	" £137.50 "
"AUDI"	"Q7"	"3.0 V6 TFSI 272PS quattro 8speed Tiptronic"	"Automatic"	"QA8"	2995	"Petrol"	" 19.60 "	" 33.20 "	" 26.40 "	" 249.00 "	" £2,872.25 "	" L "	" £460.00 "	" £253.00 "
"AUDI"	"Q7"	"3.0 V6 TFSI quattro 333PS 8speed Tiptronic"	"Automatic"	"QA8"	2995	"Petrol"	" 19.60 "	" 33.20 "	" 26.40 "	" 249.00 "	" £2,872.25 "	" L "	" £460.00 "	" £253.00 "
